"Apple iPad Air (10.9-inch, Wi-Fi + Cellular, 256GB) - Sky Blue (Latest Model, 4th Generation) (Renewed)",$629.00,4.8 out of 5 stars,55 global ratings,"Stunning 10.9-Inch Liquid Retina Display with True Tone and P3 Wide Color,A14 Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Wide Stereo Audio,12MP Back Camera, 7MP FaceTime HD Front Camera - Up to 10 Hours of Battery Life,Touch ID for Secure Authentication - USB-C Connector for Charging and Accessories,Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation)"
"Apple iPad Air (10.9-inch, Wi-Fi, 256GB) - Sky Blue (Latest Model, 4th Generation) (Renewed)",$629.69,4.6 out of 5 stars,146 global ratings,"Stunning 10.9-Inch Liquid Retina Display with True Tone and P3 Wide Color,A14 Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Wide Stereo Audio,12MP Back Camera, 7MP FaceTime HD Front Camera - Up to 10 Hours of Battery Life,Touch ID for Secure Authentication - USB-C Connector for Charging and Accessories,Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation)"
"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",$,4.5 out of 5 stars,367 global ratings,"Apple iOS; 9.7-Inch Retina Display; 2048x1536 Resolution,A8X Chip with 64-bit Architecture; M8 Motion Coprocessor,Wi-Fi (802.11a, b, g, n, ac): 32 GB Capacity: 2GB RAM,8 MP iSight Camera; FaceTime HD Camera - Up to 10 Hours of Battery Life"
"PRITOM Android Tablet 10 inch, M10, 2 GB RAM, 32 GB Android 10.0 Tablet, 10.1 inch IPS HD Display, GPS, FM, Quad-Core Processor, Wi-Fi (M10 Black)",$,4.0 out of 5 stars,"2,781 global ratings","High Performance Android Table -Pritom Tronpad tablet comes with the latest Android 10.0 , The powerful and energy-saving 32 bit Quad-core processor 1. 5GHz, 2GB RAM,enables quicker app launch, smoother videos and better overall performance. In addition, it includes a micro SD card slot (can be added a 128 GB SD card Max, NOT included), no more worrying about storage space, making it easy to store videos etc.,Native and Latest Android - Android 10.0: 5000mAh lithium polymer battery and low-power CPU enhance your experience and allow you to enjoy up to 6 hours of mixed reading, watching TV shows, surfing the web, playing light games and more. It is a really good companion for you,Stunning IPS Display-The 10 inch tablet adopts a 1280 x 800 IPS display, which presents a sharper hierarchy of images and richer colors for a more true-to-life viewing experience from all angles.Read comfortably at night with Eye Health, an extra feature that automatically adjusts and optimizes the backlight for a more comfortable nighttime reading experience.,32GB ROM with Expandable Memory-The tablet offers 32GB of onboard memory and includes a microSD card slot (microSD card sold separately) that allows you to add up to an additional 128GB of memory, keep all your favorite media with you wherever you go, such as eBooks, songs, videos, photos, music, etc.,Tablet equipped with HD IPS 1280 x 800 pixel touch screen. The IPS screen can show clear and stable images and help you not feel eye fatigue after using the tablet for a long time. Lightweight body is suitable for carrying."
"Apple iPad Pro (11-inch, Wi-Fi, 64GB) - Space Gray (2018) (Renewed)",$,4.5 out of 5 stars,"1,082 global ratings","The 11"" touch screen LED-backlit display and 1668 x 2388 resolution will have playing all day!,The 11"" touch screen LED-backlit display and 1668 x 2388 resolution will have playing all day!,Lighten your load with this light weight tablet and entertain your down time with its long lasting battery."
"Apple iPad Air (10.9-inch, Wi-Fi, 64GB) - Sky Blue (Latest Model, 4th Generation) (Renewed)",$419.46,4.4 out of 5 stars,610 global ratings,"Stunning 10.9-Inch Liquid Retina Display with True Tone and P3 Wide Color,A14 Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Wide Stereo Audio,12MP Back Camera, 7MP FaceTime HD Front Camera - Up to 10 Hours of Battery Life,Touch ID for Secure Authentication - USB-C Connector for Charging and Accessories,Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation)"
"10 Inch Android Tablet pc, 64GB ROM 128GB Expand, Octa-Core Tablets, IPS HD Touch Screen,Google Certificated Wi-Fi Tablets, G+G, 8MP Camera, Long Battery Life,Black-(with Leather case)……………",$,4.1 out of 5 stars,975 global ratings,"【Strong and High-Performance Processor】--This smart Android tablet is equipped with a powerful Android 11.0 system, The powerful processor makes the apps run faster and smoother, offers you a quick and fluent experience of entertainment. Tablet Android with certification of Google Mobile Service (GMS) and pre-installed Google Play supports Facebook, Twitter, YouTube, TikTok, Line, Instagram and other trendy social apps, Support Microsoft Office Software. 5MP front and 8MP rear with auto focus camera meet the basic needs of video talk and photography.,【Huge Capacity Storage】--This Google tablet is equipped with 4GB RAM, 64GB ROM, supports 128G capacity expansion, includes a micro SD slot, lightweight but excellent, allows you to download a large number of applications from Google Play Store and have fun with them. With this lightweight tablet, you can keep all your favorite multi-medias with you wherever you go, such as emails, photos, games, music, videos, eBook, etc. Huge storage also ensures a fast running speed and a better user experience.,【Long Battery Life】 Powered by a 6000mAh battery, the 10” tablet can stand by for up to 15 days and play video for up to 5 hours. Easily charge via the USB Type-C port and rest assured the battery will last. Video chat or snap selfies on the front camera, or document your day on the rear camera and share to social media on the ultra-fast Wi-Fi.,【G+G 10.1"" HD IPS Touchscreen】The 1280*800 IPS glass touch screen with narrow bezels presents a better & vibrant viewing experience, 2.5D Curved Screen Reduces Eye Fatigue, brings all your contents to life with dual speakers. Eye comfort mode is available for a better and eye-friendly viewing experience even in a low-light environment.,【Ideal Choice For Gift & Rest Assured】 This Google tablet has excellent performance, stylish appearance, and elegant packaging, making it the perfect choice for Christmas, Valentine's Day, birthday, and bar mitzvahs. this android 10 inch tablet have 24 months’ guarantee policy, if the product is found"
"IWEGGO Tablet 8 inch Tablet with Case, Android 11 Tablet, 2GB RAM+32GB ROM, Quad-Core 1.5GHz Processor, 4300mAh Battery, Tableta 1280*800 IPS FHD Display, 2MP+5MP Dual Camera, FM, Type-C, incloud case",$,3.7 out of 5 stars,121 global ratings,"【Tablet with Case】 The 8-inch tablet is in a fashion shape, it is lightweight and easy to carry and use in kitchen countertop, desktop and outside. This 8'' tablet PC comes with an extra case that you don't have to spend time looking for a case for your tablet. This leather case is made specifically for this tablet. Durable material, this leather case can last a long time and is good that protects the tablet from scratches, drops, shocks, etc. It is a good choice as a gift for children.,【HD IPS Screen with Eye health Mode】 This tablet PC adopts a 1280x800 HD IPS display. Enjoy brilliant colors, crisp text, and vivid video viewing when you watch videos or reading. This tablet features sharper image levels and richer colors, and delivers stunning visual experience performance. Optimized backlighting for a comfortable reading experience through eye health mode. This tablet has a few more surprises waiting for you to explore.,【Long-lasting Entertainment】 The android 11 tablet is built-in 4300 mAh battery, it allows you to read and watch movies, browse the internet and play games for mixing use up to 8 hours. These tablets by Google Certified, you can download thousands of apps in the Google Play Store, such as Netflix, Youtube, Skype, TikTok, etc. It is a really good companion for you leisure and entertainment, which is also great for studying and working.,【1.5GHz Android 11 tablet】 This tablet comes with the latest Android 11 OS, 2GB RAM+32GB ROM, Tablets PC use a stable Quad-Core CPU up to 1.5GHz, enables faster app launching, smoother videos and higher-performance. 32GB large storage makes it more convenient to handle files, songs, pictures, videos and more games. In addition, This 8inch Tablet PC includes a TF card slot ( 512GB expandble, NOT included),【365 Day Warranty】 IWEGGO tablets PC comes with 12-month quality warranty. IWEGGO team provides reliable customer service. Please do not hesitate to get in touch with us in your free time if you have any problem, we will give you on-time tech support and resolve your issue ASAP."
Apple iPad Pro 10.5in - 256GB Wifi - 2017 Model - Silver (Renewed),$,4.5 out of 5 stars,138 global ratings,"Up to 10 Hours of Battery Life,14 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio,Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,Certified Refurbished products are tested and certified to look and work like new, with limited to no wear, by a third-party refurbisher. The refurbishing process includes functionality testing, cosmetic inspection, and repackaging. The product is backed by a minimum 90-day warranty, and may arrive in a generic brown or white box. The product ships with a charger and cable, but does not include headphone or manual. Accessories may be generic and not directly from the Manufacturer."
"2023 Newest Tablet 10 Inch, Android 11 Tablet Newest Quad-core Processor, 2 in 1 Tablet with Keyboard, 64GB ROM + 4GB RAM Storage, 128GB Expandable, 5G WiFi, Bluetooth, GPS, 1280 * 800 HD Display",$,4.3 out of 5 stars,178 global ratings,"【ENJOY YOUR LIFE】QUKENK Tablet is equipped with a powerful Quad-core Processor and 5G WIFI support, it makes the apps run faster and smoother. 10.1-inch Tablet screen size with 1080P HD display offers you a quick and clear entertainment experience.,【MORE THAN A TABLET】QUKENK Tablet comes with a Bluetooth Keyboard, Pen, Wireless Mouse, and foldable protective case, it flexibly turns the tablet into a laptop and smartphone mode, making it 2 in 1 Tablet. Perfect for home entertainment and office.,【MASS STORAGE】The Android tablet has 4GB RAM, 64GB internal storage and expandable storage up to 128 GB, plenty of memory to store videos, music, games and more file.,【LONG LAST】Equipement with a 6000mAh large capacity battery and low power consumption CPU ensures a long-lasting. Support 8-12 hours of mixed-use. Fit for traveling and home.,【BEST GIFT】Fashion design and lightweight tablet is definitely the best choice for Christmas or Valentine's Day. We provide professional tablet for 5 years with considerate service, please feel free to contact our customer service if you have any problems."
"Apple iPad with Retina Display MD513LL/A (16GB, Wi-Fi, White) 4th Generation (Renewed)",$,3.6 out of 5 stars,82 global ratings,
Apple iPad Air 2 128GB Factory Unlocked Gold (Wi-Fi + Cellular 4G LTE) Newest Version (Renewed),$,4.1 out of 5 stars,184 global ratings,"100% functional item backed by Cellular Professor's 60-day warranty,Network: GSM Unlocked + Verizon + AT&T + T-Mobile (just insert your SIM Card),Storage: 128GB,Color: Gold"
"Apple iPad 9.7in 6th Generation WiFi + Cellular (128GB, Silver) (Renewed)",$,4.5 out of 5 stars,143 global ratings,"9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.13,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
Apple iPad Pro 10.5in - 512GB Wifi - 2017 Model - GREY (Renewed),$489.99,4.4 out of 5 stars,123 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,14 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio,Up to 10 Hours of Battery Life"
"Apple iPad mini 4 (16GB, Wi-Fi, Silver) (Refurbished)",$,4.2 out of 5 stars,159 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty."
"Apple iPad Mini 4 (128GB, Wi-Fi + Cellular, Gold) (Renewed)",$249.00,4.1 out of 5 stars,251 global ratings,"7.9in Retina Display, 2048 x 1536 Resolution,Apple iOS 9, Dual-Core A8 Chip with Quad-Core Graphics,8 MP iSight Camera, 1080p HD Video Recording"
"Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray with AppleCare+ (Renews Monthly Until Cancelled)",$273.48,5.0 out of 5 stars,1 global rating,"Gorgeous 10.2-inch Retina display with True Tone,A13 Bionic chip with Neural Engine,AppleCare+ for iPad extends your repair coverage and technical support to two years from your AppleCare+ purchase date,It adds coverage for up to two incidents of accidental damage from handling, each subject to a service fee of $49 for iPad and $29 for Apple Pencil, plus applicable tax"
"Apple iPad with Retina Display MD513LL/A (16GB, Wi-Fi, White) 4th Generation (Renewed)",$,3.6 out of 5 stars,82 global ratings,
"Apple iPad Pro Tablet (128GB, LTE, 9.7in) Rose Gold (Renewed)",$219.99,4.2 out of 5 stars,128 global ratings,"9.7-inch LED-backlit IPS LCD Multi-Touchscreen,22 Megapixel Camera (3264 x 2448 pixels) w/ Autofocus + Front-facing 1.2 Megapixel Camera w/ face detection, HDR, FaceTime over Wi-Fi,Apple A9X 64-bit SoC with M9 Coprocessor,Scratch-Resistant and Oleophobic Coating"
Apple iPad Air 3-256GB - WiFi - Silver (Renewed Premium),$289.99,3.0 out of 5 stars,2 global ratings,Smart Connector. 3.5 mm headphone jack. Stereo speakers. On/Off - Sleep/Wake. Home/Touch ID sensor. Dual microphones. Volume up/down. Nano-SIM tray (cellular models). Lightning connector
"Apple iPad Pro 10.5in (2017) 256GB, Wi-Fi - Silver (Renewed)",$,4.4 out of 5 stars,114 global ratings,"Apple iOS 11 Operating System; A10X Fusion Chip with 64-bit architecture Embedded M10 Coprocessor,10.5-inch (diagonal) LED-backlit Multi-Touch Retina Display (2224 x 1668 resolution at 264 ppi),12 Megapixel iSight Camera with Quad-LED True Tone Flash and Panorama (up to 63MP),Wi-Fi and Bluetooth 4.2 Technology, FaceTime HD Camera, and Four-Speaker Audio"
"Apple iPad Air 2 MH2M2LL/A (64GB , Wi-Fi + 4G, Space Gray) VERSION (Renewed)",$170.00,4.2 out of 5 stars,436 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,A8X Chip with 64-bit Architecture; M8 Motion Coprocessor,Apple iOS 8; 9.7-Inch Retina Display; 2048x1536 Resolution,Wi-Fi (802.11a, b, g, n, ac) + Cellular; 64 GB Capacity,8 MP iSight Camera; FaceTime HD Camera"
IPAD AIR 2 WI-FI 64GB GRAY (Renewed),$,4.4 out of 5 stars,673 global ratings,
"Apple iPad Air (10.5-Inch, Wi-Fi + Cellular, 64GB) - Space Gray (3rd Generation) (2019) (Renewed)",$249.77,4.0 out of 5 stars,106 global ratings,"10.5-inch Retina Display with True Tone and wide Color,A12 Bionic chip,Touch ID Fingerprint Sensor and Apple Pay,8MP back camera, 7MP FaceTime HD Front camera,Stereo speakers,802.11ac Wi-Fi and Gigabit-class LTE cellular data,Up to 10 hours of battery life,Lightning Connector for charging and accessories,iOS 12 with group FaceTime  shared augmented reality experiences, screen time, and more"
"Apple iPad mini 4 (32GB, Wi-Fi + Cellular, Space Gray) (Renewed)",$,4.3 out of 5 stars,113 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty."
"Cheerjoy Kids Tablet 10 inch, Android 12 Tablet for Kids with Parent Control, Kidoz Pre-Installed, 2GB+32GB, 6000mAh Dual Camera WiFi Bluetooth Tablet, Children Tablet with Shock-Proof Case (Blue)",$,4.8 out of 5 stars,55 global ratings,"Newest Friendly Kids Tablet - The 10 inch kids tablet runs on the latest Android 12 and equipped with 1.6Ghz quad-core processor, 2GB RAM, 32GB ROM, which makes our tablet run smoothly when browsing app and medias. It has security controls; content management; behavioral restrictions, theme and user settings, etc. It's easy to operate and enough for kids to watch movies, play games, listen to music. A good tablet companion for kids exploring.,Kids Safety & Parent Control - Cheerjoy kids android tablet adopts Kidoz app, which can offer safe content and guarantee thousands of filtered content suitable for growing minds. With the preinstalled Familygroup app in this kids learning tablet, parents can set screen time limit, security modes, and content management easily to create a safe online environment for kids. Through parental control mode, parents can also check activities on children's tablet,how offen and how long it was used.,Eye Protection with Large Storage - This large kids tablet 10 inch with IPS 1280*800 HD touchscreen, designed with low blue light technology, high contrast, wide viewing angle, automatically adjust the brightness to minimize damage children's eyes. With built-in 32GB storage space,which can be expanded to 128GB through the Micro SD slot, you can download or save more suitable videos, cartoons, education games etc. for children.,Long Battery Life - The kids tablet has big capacity 6000mAhs battery, normally up to 8-12hrs using time under fully charges conditon. which enhances your experience and allow your kids to enjoy their time. This android tablet needs to be charged soon if the power is lower than 5% to protect the tablet battery life, anyway, it's a wonderful companion to your kids for learning and playing.,Shockproof Case - This tablet for kids comes with a silicone case - lightweight, durable and impact resistant, designed to prevent the children tablet from scratch, dirt, dust, etc. during falls and collisions. The case has stand function, so kids don't need to hold the tablet all the time while learning, watching and playing games. This android kids tablet offers a multi-selection of age-appropriate online, a best gift for children girls and boys."
"SEBBE Android 11 Tablet, 2 in 1 Tablets, 10.36 Inch HD Display, Octa-Core Processor, 5G+2.4G WiFi, 4GB RAM+64GB ROM(Up to 256G), 8000 mAh Battery, Split Screen Support Tableta with Keyboard - Gold",$,4.2 out of 5 stars,443 global ratings,"【Superior Watching Experience】 With an ultra-wide 10.36 inch HD+ screen, SEBBE S23 tablet allows you to enjoy vivid visual and auditory in 1332 x 800 resolution and loud and clear dual speakers. This 2023 upgraded Android 11 tablet is powered by Octa-Core Processor and provides + 40% faster processing speed than regular Quad-Core. It's perfect for home and office.,【Strong Performance】The tablet has 4GB RAM, 64GB internal storage and expandable storage up to 128 GB. The GMS Certified latest Android 11 Tablet already Pre-installed basic Google apps，Like Netflix, Youtube, Hulu and Facebook. You can get rid of unexpected ads and download apps from Google Play. The android tablet also support Split screen operation, do not interfere with each other in a new parallel vision, multiple apps used at the same time.,【Long Lasting Battery】Equipped with a long-lasting and environmentally compliant 8000 mAh battery, this 10.36-inch tablet will effortlessly provide you with up to 8 hours of support for reading, browsing, watching movies and playing games. The long-lasting battery life and lightweight design allow you to enjoy your tablet anywhere, anytime.,【Slim & Refined Design】 The portable tablet is 1.05 pounds Light weight and 0.9cm thin, also has a 2-in-1 working mode, You can use the Bluetooth function to connect the keyboard, mouse, stylus, With a foldable protective case, You can flexibly turn the tablet into a laptop. The light gold and dark gold combined back design stands out anywhere and also makes a great gift for family and friends.,【Best Service】 The Android 11.0 tablet supports 6 months free replacement and two-year warranty, If you have any questions, Please feel free to contact us. The packing list: 1 x SEBBE S23 Tablet, 1 x Case, 1 x Keyboard, 1 x Mouse, 1 x OTG Adapter, 1x Touch Pen, 1 x Earphone, 1 x Protective Film, 1 x Type-C Cable, 1 x Charger, 1 x Manual."
Samsung Galaxy Tab 4 10.1in 16gb WiFi Black (Renewed),$,4.0 out of 5 stars,"1,617 global ratings","Android 4.4 Kit Kat OS, 1.2 GHz quad-core Qualcomm processor,16 GB Flash Memory, 1.5 GB RAM Memory,WXGA Display (1280x800 Resolution),64GB of memory available through a microSD slot and 50GB of free Dropbox storage"
"NORTH BISON Kids Tablet, 7 inch Android 11.0 Tablet for Kids, 3GB 32GB Toddler Tablet with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational, Games",$,3.6 out of 5 stars,689 global ratings,"【Parental Control Mode】Kids Tablet with parental control mode, You can create and customize profiles for kids’ accounts, hand-pick content for your kids, control screen time, and ensure they are browsing safe websites. These security settings can be adjusted as kids grow with content tailored to their age.,【Pre-installed Kids App】 There are many kids free learning apps pre-installed in our toddler tablet. You can also download many other apps like Youtube, Netflix, Disney+, ABCmouse etc, from kids store or Google play store. Appropriate Age Grade Over 3 years old kids,【Android 11.0 / Battery Upgrade】1024x600 IPS HD Touch Screen, Android 11.0 OS, 3GB + 32GB, Wifi, Bluetooth, dual camera. you can expand the storage to 128 GB of SD cards for storing photos, music and videos with additional micro SD card extensions. The upgraded battery can last more than 6.5 hours, suitable for long-distance flights or road trips,【Standing Kids Tablet】The tablet case that can stand, so kids don't need to hold the tablet all the time while learning, watching and playing games. The case is made of impact-resistant soft silicone material that protects the tablet from scratches, dirt and bumps, drops, etc. Free hand while have pleasure, make happy double,【5-year Warranty】Our kids tablet offers a 5-year warranty and Lifetime customer service, we offer a one-month trial period, we will answer your any questions within 24 hours. Package includes：1 x Tablet PC, 1 x Protective Silicone Case, 1 x screen protector , 1 x OTG cable, 1 x Data Cable, 1 x User Manual"
"Apple iPad Pro 10.5-Inch 64GB Rose Gold (WiFi Only, Mid 2017) MQDY2LL/A (Renewed)",$335.00,4.3 out of 5 stars,66 global ratings,"Up to 10 Hours of Battery Life,Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,23 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio,Certified Refurbished products are tested and certified to look and work like new, with limited to no wear, by a third-party refurbisher. The refurbishing process includes functionality testing, cosmetic inspection, and repackaging. The product is backed by a minimum 90-day warranty, and may arrive in a generic brown or white box. The product ships with a charger and cable, but does not include headphone or manual. Accessories may be generic and not directly from the Manufacturer."
Apple iPad Pro 10.5in - 512GB Wifi - 2017 Model - ROSE GOLD (Renewed),$399.00,4.3 out of 5 stars,53 global ratings,"10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,14 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio,Up to 10 Hours of Battery Life"
"Apple 2021 10.2-inch iPad (Wi-Fi, 256GB) - Space Gray with AppleCare+ (Renews Monthly Until Cancelled)",$402.49,,,"Gorgeous 10.2-inch Retina display with True Tone,A13 Bionic chip with Neural Engine,AppleCare+ for iPad extends your repair coverage and technical support to two years from your AppleCare+ purchase date,It adds coverage for up to two incidents of accidental damage from handling, each subject to a service fee of $49 for iPad and $29 for Apple Pencil, plus applicable tax"
"Apple iPad Mini 4, 128GB, Silver - WiFi (Renewed)",$270.00,4.4 out of 5 stars,716 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,7.9"" Retina Display, 2048 x 1536 Resolution,Apple iOS 9, Dual-Core A8 Chip with Quad-Core Graphics,8 MP iSight Camera, 1080p HD Video Recording,128GB Capacity, Wi-Fi (802.11a, b, g, n, ac) + MIMO + Bluetooth 4.2; Up to 10 Hours of Battery Life, 0.65 lbs"
"SGIN Kids Tablet, 10 Inch Tablet for Kids, 2GB+32GB Android 12 Kids Tablets with Case, WiFi, Parental Control APP, Dual Camera, Educational Games，iWawa Pre Installed (Blue)",$,4.5 out of 5 stars,264 global ratings,"【High Performance Android Tablet】 This kids tablet Equipped with 2GB RAM and 32GB ROM, highly integrated A133 1.6Ghz quad-core processor, WiFi, Bluetooth. The 1.6 GHz quad-core processor is 20% faster than other normal processors. Supporting TF Card to extende up to 32GB, It meet your need to store more TV shows, songs, photos, videos and movies. Take selfies，pictures and videos with the 2MP front-facing camera and 5MP rear camera.,【Pre-installed kids apps】 Tablet for kids comes with a safe and funny iWawa Kid's software. There are thousands of free games in kids store and all apps can be download for free. Kids can enjoy the math, language, music, painting in the game which is good for their talent.,【Large Capacity Battery & Eye Protection Screen】 The 5000mAh lithium battery and low-power CPU design ensure you enjoy 6-8 hours of reading, watching TV shows, surfing the web, and game playing. The 1280*800 HD IPS touch screen provide richer and more vibrant colors for excellent visual effects for your kids.,【Parental Control】 This toddler tablet is bulit-in parental control security system. Parents can set the passwords, set the screen time limit, eliminate unwanted ads, and also you can create specific media files for kids. Most importanly, Parents can create proper websites for kids， which make sure your kids playing the tablets in the right way. If you have more than one kids, you can set multiple accounts for each kids so that they can have their own account.,【Kid-Proof Case】 This kid tablet designed with blue case that can protect your toddler tablets against dust,bumps,and drops off. The hollow protective case has the function of heat dissipation. It's a great for kids in Birthday, Christmas, and New Year."
"10 Inch Android Tablet pc, 64GB ROM 128GB Expand, Octa-Core Tablets, IPS HD Touch Screen,Google Certificated Wi-Fi Tablets, G+G, 8MP Camera, Long Battery Life,Black-(with Leather case)……………",$,4.1 out of 5 stars,975 global ratings,"【Strong and High-Performance Processor】--This smart Android tablet is equipped with a powerful Android 11.0 system, The powerful processor makes the apps run faster and smoother, offers you a quick and fluent experience of entertainment. Tablet Android with certification of Google Mobile Service (GMS) and pre-installed Google Play supports Facebook, Twitter, YouTube, TikTok, Line, Instagram and other trendy social apps, Support Microsoft Office Software. 5MP front and 8MP rear with auto focus camera meet the basic needs of video talk and photography.,【Huge Capacity Storage】--This Google tablet is equipped with 4GB RAM, 64GB ROM, supports 128G capacity expansion, includes a micro SD slot, lightweight but excellent, allows you to download a large number of applications from Google Play Store and have fun with them. With this lightweight tablet, you can keep all your favorite multi-medias with you wherever you go, such as emails, photos, games, music, videos, eBook, etc. Huge storage also ensures a fast running speed and a better user experience.,【Long Battery Life】 Powered by a 6000mAh battery, the 10” tablet can stand by for up to 15 days and play video for up to 5 hours. Easily charge via the USB Type-C port and rest assured the battery will last. Video chat or snap selfies on the front camera, or document your day on the rear camera and share to social media on the ultra-fast Wi-Fi.,【G+G 10.1"" HD IPS Touchscreen】The 1280*800 IPS glass touch screen with narrow bezels presents a better & vibrant viewing experience, 2.5D Curved Screen Reduces Eye Fatigue, brings all your contents to life with dual speakers. Eye comfort mode is available for a better and eye-friendly viewing experience even in a low-light environment.,【Ideal Choice For Gift & Rest Assured】 This Google tablet has excellent performance, stylish appearance, and elegant packaging, making it the perfect choice for Christmas, Valentine's Day, birthday, and bar mitzvahs. this android 10 inch tablet have 24 months’ guarantee policy, if the product is found"
"2017 Apple iPad Pro (10.5-inch, Wi-Fi, 64GB) - Silver (Renewed)",$249.00,4.6 out of 5 stars,223 global ratings,"Up to 10 Hours of Battery Life,12 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio,Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,Certified Refurbished products are tested and certified to look and work like new, with limited to no wear, by a third-party refurbisher. The refurbishing process includes functionality testing, cosmetic inspection, and repackaging. The product is backed by a minimum 90-day warranty, and may arrive in a generic brown or white box. The product ships with a charger and cable, but does not include headphone or manual. Accessories may be generic and not directly from the Manufacturer."
"Apple iPad Pro Tablet (32GB, Wi-Fi, 9.7in) Gray (Renewed)",$,4.4 out of 5 stars,148 global ratings,"Dual-Core 2.26 GHz (Twister) Processor, Chipset: Apple A9X; Wi-Fi 802.11 a/b/g/n/ac, Bluetooth: v4.0, A2DP, EDR, USB: v3.0, reversible connector, GPS: with A-GPS, GLONASS (Wi-Fi),12.9-inch LED-backlit IPS LCD Multi-Touchscreen Scratch-resistant glass w/ oleophobic coating; iOS 9 (upgradable); Internal Memory: 128GB, 4GB RAM,Dimensions: 12.04 x 8.69 x 0.27 (inches), Non-Removable Li-Ion 10,307 mAh Battery"
"Apple iPad Air (10.9-inch, Wi-Fi, 256GB) - Silver (Latest Model, 4th Generation) (Renewed)",$513.73,4.5 out of 5 stars,32 global ratings,"Stunning 10.9-Inch Liquid Retina Display with True Tone and P3 Wide Color,A14 Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Wide Stereo Audio,12MP Back Camera, 7MP FaceTime HD Front Camera - Up to 10 Hours of Battery Life,Touch ID for Secure Authentication - USB-C Connector for Charging and Accessories,Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation)"
